 freq mag phase real
 1.41253754e+07 -2.33322162e+01 -1.22776611e+02 -3.68875145e-02 
 1.58489319e+07 -2.45179702e+01 -1.26805368e+02 -3.56122827e-02 
 1.77827941e+07 -2.57635313e+01 -1.31356183e+02 -3.40292779e-02 
 1.99526231e+07 -2.70961350e+01 -1.36470082e+02 -3.20287611e-02 
 2.23872114e+07 -2.85534021e+01 -1.42126399e+02 -2.94855258e-02 
 2.51188643e+07 -3.01811233e+01 -1.48194957e+02 -2.63198995e-02 
 2.81838293e+07 -3.20286335e+01 -1.54386150e+02 -2.25758393e-02 
 3.16227766e+07 -3.41408164e+01 -1.60178995e+02 -1.84687038e-02 
 3.54813389e+07 -3.65368884e+01 -1.64713294e+02 -1.43718019e-02 
 3.98107171e+07 -3.91561928e+01 -1.66735390e+02 -1.07262115e-02 
 4.46683592e+07 -4.17615899e+01 -1.64975730e+02 -7.88524057e-03 
 5.01187234e+07 -4.39098530e+01 -1.59603278e+02 -5.97567350e-03 
 5.62341325e+07 -4.52765688e+01 -1.53594891e+02 -4.87888532e-03 
 6.30957344e+07 -4.60442474e+01 -1.50389043e+02 -4.33518361e-03 
 7.07945784e+07 -4.66219073e+01 -1.50882947e+02 -4.07596928e-03 
 7.94328235e+07 -4.72638589e+01 -1.54261696e+02 -3.90327472e-03 
 8.91250938e+07 -4.80543175e+01 -1.59529667e+02 -3.70642964e-03 
 1.00000000e+08 -4.89966592e+01 -1.65981421e+02 -3.44378494e-03 
 1.12201845e+08 -5.00665346e+01 -1.73181725e+02 -3.11595295e-03 
 1.25892541e+08 -5.12328237e+01 -1.80870708e+02 -2.74352339e-03 
 1.41253754e+08 -5.24645489e+01 -1.88891888e+02 -2.35245585e-03 
 1.58489319e+08 -5.37327798e+01 -1.97147387e+02 -1.96613890e-03 
 1.77827941e+08 -5.50110042e+01 -2.05570964e+02 -1.60206844e-03 
 1.99526231e+08 -5.62751821e+01 -2.14111448e+02 -1.27128848e-03 
 2.23872114e+08 -5.75038573e+01 -2.22722343e+02 -9.79236675e-04 
 2.51188643e+08 -5.86783916e+01 -2.31355464e+02 -7.27116066e-04 
 2.81838293e+08 -5.97832791e+01 -2.39957617e+02 -5.13289061e-04 
 3.16227766e+08 -6.08064557e+01 -2.48469804e+02 -3.34451580e-04 
 3.54813389e+08 -6.17395159e+01 -2.56828529e+02 -1.86510755e-04 
 3.98107171e+08 -6.25777628e+01 -2.64968652e+02 -6.51801367e-05 
 4.46683592e+08 -6.33200484e+01 -2.72827109e+02  3.36543521e-05 
 5.01187234e+08 -6.39683999e+01 -2.80346747e+02  1.13736055e-04 
 5.62341325e+08 -6.45274698e+01 -2.87479617e+02  1.78352008e-04 
 6.30957344e+08 -6.50038745e+01 -2.94189243e+02  2.30317599e-04 
 7.07945784e+08 -6.54055034e+01 -3.00451648e+02  2.72001253e-04 
 7.94328235e+08 -6.57408722e+01 -3.06255196e+02  3.05369086e-04 
 8.91250938e+08 -6.60185761e+01 -3.11599476e+02  3.32037043e-04 
 1.00000000e+09 -6.62468729e+01 -3.16493557e+02  3.53323248e-04 
