vsweep  v1  v2  v3  v4  v5    
 3.27400000e-01  1.79999872e+00  1.27597318e-02  2.10632770e-04  9.22944730e-07  2.57221305e-07 
 3.27500000e-01  1.79999875e+00  1.27901937e-02  2.11139835e-04  9.25217173e-07  2.57127459e-07 
 3.27600000e-01  1.79999878e+00  1.28207179e-02  2.11647932e-04  9.27025554e-07  2.57042139e-07 
 3.27700000e-01  1.79999880e+00  1.28513049e-02  2.12157297e-04  9.29420652e-07  2.57230000e-07 
 3.27800000e-01  1.79999883e+00  1.28819533e-02  2.12667559e-04  9.31596170e-07  2.57023819e-07 
 3.27900000e-01  1.79999885e+00  1.29126641e-02  2.13179094e-04  9.33149097e-07  2.57263750e-07 
 3.28000000e-01  1.79999888e+00  1.29434379e-02  2.13691885e-04  9.35728229e-07  2.56951703e-07 
 3.28100000e-01  1.79999890e+00  1.29742738e-02  2.14205251e-04  9.37708719e-07  2.56993735e-07 
 3.28200000e-01  1.79999893e+00  1.30051734e-02  2.14719824e-04  9.39993050e-07  2.56996272e-07 
 3.28300000e-01  1.79999895e+00  1.30361341e-02  2.15235587e-04  9.42007708e-07  2.57162428e-07 
 3.28400000e-01  1.79999897e+00  1.30671588e-02  2.15752409e-04  9.44009934e-07  2.57066711e-07 
 3.28500000e-01  1.79999899e+00  1.30982473e-02  2.16270540e-04  9.46426879e-07  2.56926756e-07 
 3.28600000e-01  1.79999902e+00  1.31293986e-02  2.16789938e-04  9.48277578e-07  2.56909166e-07 
 3.28700000e-01  1.79999904e+00  1.31606134e-02  2.17310176e-04  9.50458717e-07  2.57041264e-07 
 3.28800000e-01  1.79999906e+00  1.31918924e-02  2.17831230e-04  9.52532950e-07  2.57186498e-07 
 3.28900000e-01  1.79999908e+00  1.32232342e-02  2.18353717e-04  9.55259231e-07  2.57005828e-07 
 3.29000000e-01  1.79999910e+00  1.32546410e-02  2.18877252e-04  9.57235104e-07  2.57154402e-07 
 3.29100000e-01  1.79999912e+00  1.32861106e-02  2.19402167e-04  9.59502836e-07  2.57303607e-07 
 3.29200000e-01  1.79999914e+00  1.33176443e-02  2.19927599e-04  9.61710169e-07  2.57277306e-07 
 3.29300000e-01  1.79999915e+00  1.33492425e-02  2.20454557e-04  9.63758639e-07  2.57135751e-07 
 3.29400000e-01  1.79999917e+00  1.33809050e-02  2.20982684e-04  9.66029921e-07  2.56831390e-07 
 3.29500000e-01  1.79999919e+00  1.34126335e-02  2.21511746e-04  9.67979455e-07  2.57045293e-07 
 3.29600000e-01  1.79999920e+00  1.34444244e-02  2.22042173e-04  9.70448932e-07  2.57091084e-07 
 3.29700000e-01  1.79999922e+00  1.34762813e-02  2.22573444e-04  9.72316359e-07  2.57300395e-07 
 3.29800000e-01  1.79999924e+00  1.35082037e-02  2.23105986e-04  9.74845093e-07  2.57205258e-07 
 3.29900000e-01  1.79999925e+00  1.35401903e-02  2.23639687e-04  9.77230720e-07  2.57044631e-07 
 3.30000000e-01  1.79999927e+00  1.35722420e-02  2.24174405e-04  9.79270497e-07  2.57230676e-07 
 3.30100000e-01  1.79999928e+00  1.36043602e-02  2.24710467e-04  9.81403104e-07  2.57096752e-07 
 3.30200000e-01  1.79999930e+00  1.36365423e-02  2.25247736e-04  9.84102763e-07  2.57254917e-07 
 3.30300000e-01  1.79999931e+00  1.36687915e-02  2.25785999e-04  9.86353193e-07  2.57120691e-07 
 3.30400000e-01  1.79999932e+00  1.37011058e-02  2.26325077e-04  9.88308366e-07  2.57225319e-07 
 3.30500000e-01  1.79999934e+00  1.37334864e-02  2.26865484e-04  9.90737623e-07  2.57260163e-07 
 3.30600000e-01  1.79999935e+00  1.37659335e-02  2.27407436e-04  9.93017982e-07  2.57308647e-07 
 3.30700000e-01  1.79999936e+00  1.37984460e-02  2.27949950e-04  9.95550734e-07  2.57393581e-07 
 3.30800000e-01  1.79999937e+00  1.38310251e-02  2.28494366e-04  9.97791120e-07  2.57339168e-07 
 3.30900000e-01  1.79999939e+00  1.38636719e-02  2.29039026e-04  9.99993883e-07  2.57191312e-07 
 3.31000000e-01  1.79999940e+00  1.38963831e-02  2.29585434e-04  1.00229987e-06  2.57396014e-07 
 3.31100000e-01  1.79999941e+00  1.39291625e-02  2.30132484e-04  1.00480026e-06  2.57221923e-07 
 3.31200000e-01  1.79999942e+00  1.39620090e-02  2.30681604e-04  1.00724343e-06  2.57354432e-07 
 3.31300000e-01  1.79999943e+00  1.39949234e-02  2.31230990e-04  1.00933309e-06  2.57289342e-07 
 3.31400000e-01  1.79999944e+00  1.40279039e-02  2.31782053e-04  1.01154788e-06  2.57184769e-07 
 3.31500000e-01  1.79999945e+00  1.40609522e-02  2.32334110e-04  1.01380658e-06  2.57107026e-07 
 3.31600000e-01  1.79999946e+00  1.40940681e-02  2.32887055e-04  1.01650561e-06  2.57586269e-07 
 3.31700000e-01  1.79999947e+00  1.41272524e-02  2.33441692e-04  1.01890985e-06  2.57146422e-07 
 3.31800000e-01  1.79999948e+00  1.41605042e-02  2.33997118e-04  1.02091798e-06  2.57493311e-07 
 3.31900000e-01  1.79999949e+00  1.41938241e-02  2.34553893e-04  1.02355743e-06  2.57255294e-07 
 3.32000000e-01  1.79999950e+00  1.42272115e-02  2.35111720e-04  1.02578610e-06  2.57041742e-07 
 3.32100000e-01  1.79999951e+00  1.42606688e-02  2.35670803e-04  1.02807200e-06  2.57244504e-07 
 3.32200000e-01  1.79999952e+00  1.42941935e-02  2.36231060e-04  1.03072925e-06  2.57249002e-07 
 3.32300000e-01  1.79999953e+00  1.43277875e-02  2.36792111e-04  1.03324582e-06  2.57299807e-07 
 3.32400000e-01  1.79999954e+00  1.43614508e-02  2.37355417e-04  1.03559624e-06  2.57459839e-07 
 3.32500000e-01  1.79999954e+00  1.43951829e-02  2.37919043e-04  1.03774779e-06  2.57075155e-07 
 3.32600000e-01  1.79999955e+00  1.44289839e-02  2.38484061e-04  1.04035481e-06  2.57231621e-07 
 3.32700000e-01  1.79999956e+00  1.44628542e-02  2.39050246e-04  1.04296476e-06  2.57143911e-07 
 3.32800000e-01  1.79999957e+00  1.44967940e-02  2.39617646e-04  1.04504590e-06  2.57020891e-07 
 3.32900000e-01  1.79999957e+00  1.45308040e-02  2.40185764e-04  1.04766274e-06  2.57540691e-07 
 3.33000000e-01  1.79999958e+00  1.45648848e-02  2.40755509e-04  1.05027844e-06  2.57290848e-07 
 3.33100000e-01  1.79999959e+00  1.45990339e-02  2.41326844e-04  1.05270121e-06  2.57419876e-07 
 3.33200000e-01  1.79999959e+00  1.46332537e-02  2.41898755e-04  1.05515819e-06  2.57282263e-07 
 3.33300000e-01  1.79999960e+00  1.46675438e-02  2.42472295e-04  1.05760447e-06  2.57180480e-07 
 3.33400000e-01  1.79999961e+00  1.47019053e-02  2.43046948e-04  1.05998891e-06  2.57330459e-07 
 3.33500000e-01  1.79999961e+00  1.47363371e-02  2.43622583e-04  1.06241708e-06  2.57623970e-07 
 3.33600000e-01  1.79999962e+00  1.47708399e-02  2.44199327e-04  1.06528749e-06  2.57126661e-07 
 3.33700000e-01  1.79999963e+00  1.48054139e-02  2.44777493e-04  1.06763328e-06  2.57414778e-07 
 3.33800000e-01  1.79999963e+00  1.48400589e-02  2.45356971e-04  1.07021123e-06  2.57312687e-07 
 3.33900000e-01  1.79999964e+00  1.48747762e-02  2.45937726e-04  1.07262110e-06  2.57198218e-07 
 3.34000000e-01  1.79999964e+00  1.49095636e-02  2.46519468e-04  1.07522967e-06  2.57356835e-07 
 3.34100000e-01  1.79999965e+00  1.49444239e-02  2.47102259e-04  1.07794712e-06  2.57423951e-07 
 3.34200000e-01  1.79999965e+00  1.49793555e-02  2.47686541e-04  1.08043933e-06  2.57402228e-07 
 3.34300000e-01  1.79999966e+00  1.50143595e-02  2.48272023e-04  1.08304057e-06  2.57378498e-07 
 3.34400000e-01  1.79999966e+00  1.50494366e-02  2.48858861e-04  1.08563370e-06  2.57281403e-07 
 3.34500000e-01  1.79999967e+00  1.50845851e-02  2.49446591e-04  1.08798249e-06  2.57140290e-07 
 3.34600000e-01  1.79999967e+00  1.51198075e-02  2.50035751e-04  1.09050502e-06  2.57212376e-07 
 3.34700000e-01  1.79999968e+00  1.51551018e-02  2.50626053e-04  1.09354232e-06  2.57370718e-07 
 3.34800000e-01  1.79999968e+00  1.51904697e-02  2.51217805e-04  1.09606069e-06  2.57640075e-07 
 3.34900000e-01  1.79999969e+00  1.52259103e-02  2.51810434e-04  1.09870032e-06  2.57579511e-07 
 3.35000000e-01  1.79999969e+00  1.52614243e-02  2.52404778e-04  1.10122268e-06  2.57350102e-07 
 3.35100000e-01  1.79999970e+00  1.52970122e-02  2.52999683e-04  1.10378310e-06  2.57490036e-07 
 3.35200000e-01  1.79999970e+00  1.53326746e-02  2.53597212e-04  1.10643520e-06  2.57921670e-07 
 3.35300000e-01  1.79999970e+00  1.53684107e-02  2.54194302e-04  1.10935731e-06  2.57680914e-07 
 3.35400000e-01  1.79999971e+00  1.54042203e-02  2.54793427e-04  1.11178644e-06  2.57223137e-07 
 3.35500000e-01  1.79999971e+00  1.54401049e-02  2.55393781e-04  1.11448355e-06  2.57271693e-07 
 3.35600000e-01  1.79999972e+00  1.54760640e-02  2.55995190e-04  1.11728531e-06  2.57585683e-07 
 3.35700000e-01  1.79999972e+00  1.55120979e-02  2.56598285e-04  1.11985642e-06  2.57521943e-07 
 3.35800000e-01  1.79999972e+00  1.55482062e-02  2.57201968e-04  1.12277770e-06  2.57423781e-07 
 3.35900000e-01  1.79999973e+00  1.55843908e-02  2.57807650e-04  1.12524744e-06  2.57468192e-07 
 3.36000000e-01  1.79999973e+00  1.56206501e-02  2.58413577e-04  1.12787533e-06  2.57524967e-07 
 3.36100000e-01  1.79999973e+00  1.56569842e-02  2.59021542e-04  1.13071724e-06  2.57321448e-07 
 3.36200000e-01  1.79999974e+00  1.56933953e-02  2.59630674e-04  1.13333809e-06  2.57902656e-07 
 3.36300000e-01  1.79999974e+00  1.57298815e-02  2.60241233e-04  1.13597180e-06  2.57541192e-07 
 3.36400000e-01  1.79999974e+00  1.57664442e-02  2.60852898e-04  1.13899629e-06  2.57266349e-07 
 3.36500000e-01  1.79999975e+00  1.58030833e-02  2.61465893e-04  1.14142442e-06  2.57316152e-07 
 3.36600000e-01  1.79999975e+00  1.58397994e-02  2.62080003e-04  1.14432313e-06  2.57113657e-07 
 3.36700000e-01  1.79999975e+00  1.58765919e-02  2.62695401e-04  1.14696037e-06  2.57250115e-07 
 3.36800000e-01  1.79999975e+00  1.59134612e-02  2.63311907e-04  1.15016470e-06  2.57338420e-07 
 3.36900000e-01  1.79999976e+00  1.59504082e-02  2.63929981e-04  1.15279249e-06  2.57458584e-07 
 3.37000000e-01  1.79999976e+00  1.59874318e-02  2.64549242e-04  1.15548072e-06  2.57600077e-07 
 3.37100000e-01  1.79999976e+00  1.60245336e-02  2.65169582e-04  1.15811603e-06  2.57516962e-07 
 3.37200000e-01  1.79999977e+00  1.60617146e-02  2.65791359e-04  1.16079526e-06  2.57455036e-07 
 3.37300000e-01  1.79999977e+00  1.60989714e-02  2.66415063e-04  1.16356239e-06  2.57563612e-07 
 3.37400000e-01  1.79999977e+00  1.61363073e-02  2.67039049e-04  1.16637087e-06  2.57452654e-07 
 3.37500000e-01  1.79999977e+00  1.61737214e-02  2.67665114e-04  1.16966779e-06  2.57375524e-07 
 3.37600000e-01  1.79999977e+00  1.62112142e-02  2.68292104e-04  1.17233777e-06  2.57600617e-07 
 3.37700000e-01  1.79999978e+00  1.62487866e-02  2.68920411e-04  1.17538524e-06  2.57627673e-07 
 3.37800000e-01  1.79999978e+00  1.62864368e-02  2.69549921e-04  1.17795884e-06  2.57615170e-07 
 3.37900000e-01  1.79999978e+00  1.63241670e-02  2.70180727e-04  1.18069682e-06  2.57831945e-07 
 3.38000000e-01  1.79999978e+00  1.63619770e-02  2.70813024e-04  1.18379087e-06  2.57519280e-07 
 3.38100000e-01  1.79999979e+00  1.63998665e-02  2.71446691e-04  1.18688635e-06  2.57381393e-07 
 3.38200000e-01  1.79999979e+00  1.64378354e-02  2.72081353e-04  1.18961733e-06  2.57263535e-07 
 3.38300000e-01  1.79999979e+00  1.64758850e-02  2.72717304e-04  1.19279337e-06  2.57644322e-07 
 3.38400000e-01  1.79999979e+00  1.65140150e-02  2.73355039e-04  1.19532567e-06  2.57569541e-07 
 3.38500000e-01  1.79999979e+00  1.65522254e-02  2.73993165e-04  1.19819381e-06  2.57680936e-07 
 3.38600000e-01  1.79999979e+00  1.65905167e-02  2.74633491e-04  1.20120187e-06  2.57588276e-07 
 3.38700000e-01  1.79999980e+00  1.66288897e-02  2.75275183e-04  1.20425597e-06  2.57586466e-07 
 3.38800000e-01  1.79999980e+00  1.66673431e-02  2.75917473e-04  1.20751621e-06  2.57670109e-07 
 3.38900000e-01  1.79999980e+00  1.67058794e-02  2.76561890e-04  1.20990169e-06  2.57716229e-07 
 3.39000000e-01  1.79999980e+00  1.67444964e-02  2.77207424e-04  1.21306824e-06  2.57649440e-07 
 3.39100000e-01  1.79999980e+00  1.67831956e-02  2.77853717e-04  1.21610850e-06  2.57585547e-07 
 3.39200000e-01  1.79999980e+00  1.68219776e-02  2.78501522e-04  1.21889837e-06  2.57876687e-07 
 3.39300000e-01  1.79999981e+00  1.68608419e-02  2.79150901e-04  1.22194217e-06  2.57590027e-07 
 3.39400000e-01  1.79999981e+00  1.68997881e-02  2.79801581e-04  1.22523209e-06  2.57683060e-07 
 3.39500000e-01  1.79999981e+00  1.69388183e-02  2.80453706e-04  1.22785905e-06  2.57882213e-07 
 3.39600000e-01  1.79999981e+00  1.69779307e-02  2.81107086e-04  1.23077286e-06  2.57765505e-07 
 3.39700000e-01  1.79999981e+00  1.70171272e-02  2.81761547e-04  1.23418571e-06  2.57853501e-07 
 3.39800000e-01  1.79999981e+00  1.70564073e-02  2.82417526e-04  1.23736197e-06  2.57518611e-07 
 3.39900000e-01  1.79999981e+00  1.70957702e-02  2.83074936e-04  1.24010442e-06  2.57530647e-07 
 3.40000000e-01  1.79999982e+00  1.71352196e-02  2.83733982e-04  1.24332958e-06  2.57744083e-07 
 3.40100000e-01  1.79999982e+00  1.71747525e-02  2.84393804e-04  1.24612197e-06  2.57708809e-07 
 3.40200000e-01  1.79999982e+00  1.72143691e-02  2.85055223e-04  1.24951272e-06  2.57653546e-07 
 3.40300000e-01  1.79999982e+00  1.72540711e-02  2.85717791e-04  1.25262359e-06  2.57358359e-07 
 3.40400000e-01  1.79999982e+00  1.72938593e-02  2.86382034e-04  1.25553418e-06  2.57967883e-07 
 3.40500000e-01  1.79999982e+00  1.73337318e-02  2.87047731e-04  1.25860484e-06  2.57907521e-07 
 3.40600000e-01  1.79999982e+00  1.73736904e-02  2.87714264e-04  1.26207430e-06  2.57655758e-07 
 3.40700000e-01  1.79999982e+00  1.74137357e-02  2.88383051e-04  1.26451724e-06  2.57718445e-07 
 3.40800000e-01  1.79999983e+00  1.74538656e-02  2.89052336e-04  1.26804059e-06  2.57593188e-07 
 3.40900000e-01  1.79999983e+00  1.74940830e-02  2.89723017e-04  1.27113641e-06  2.57869461e-07 
 3.41000000e-01  1.79999983e+00  1.75343864e-02  2.90395597e-04  1.27414562e-06  2.58043869e-07 
 3.41100000e-01  1.79999983e+00  1.75747759e-02  2.91069147e-04  1.27747599e-06  2.57864824e-07 
 3.41200000e-01  1.79999983e+00  1.76152540e-02  2.91744238e-04  1.28046366e-06  2.57700401e-07 
 3.41300000e-01  1.79999983e+00  1.76558191e-02  2.92420582e-04  1.28400338e-06  2.57654655e-07 
 3.41400000e-01  1.79999983e+00  1.76964729e-02  2.93098563e-04  1.28685422e-06  2.57755015e-07 
 3.41500000e-01  1.79999983e+00  1.77372140e-02  2.93777975e-04  1.29000855e-06  2.57915790e-07 
 3.41600000e-01  1.79999983e+00  1.77780439e-02  2.94458384e-04  1.29329397e-06  2.57747201e-07 
 3.41700000e-01  1.79999983e+00  1.78189621e-02  2.95139995e-04  1.29658883e-06  2.57656202e-07 
 3.41800000e-01  1.79999984e+00  1.78599688e-02  2.95823513e-04  1.29986880e-06  2.57847730e-07 
 3.41900000e-01  1.79999984e+00  1.79010651e-02  2.96508178e-04  1.30317651e-06  2.57707909e-07 
 3.42000000e-01  1.79999984e+00  1.79422510e-02  2.97194562e-04  1.30613309e-06  2.57957429e-07 
 3.42100000e-01  1.79999984e+00  1.79835255e-02  2.97882178e-04  1.30956406e-06  2.58263439e-07 
 3.42200000e-01  1.79999984e+00  1.80248910e-02  2.98570849e-04  1.31267178e-06  2.57993755e-07 
 3.42300000e-01  1.79999984e+00  1.80663457e-02  2.99261318e-04  1.31605531e-06  2.57694735e-07 
 3.42400000e-01  1.79999984e+00  1.81078912e-02  2.99953241e-04  1.31960265e-06  2.57782278e-07 
 3.42500000e-01  1.79999984e+00  1.81495287e-02  3.00646210e-04  1.32282287e-06  2.58027002e-07 
 3.42600000e-01  1.79999984e+00  1.81912557e-02  3.01340609e-04  1.32619442e-06  2.57970624e-07 
 3.42700000e-01  1.79999984e+00  1.82330746e-02  3.02036851e-04  1.32923349e-06  2.57669757e-07 
 3.42800000e-01  1.79999984e+00  1.82749858e-02  3.02733564e-04  1.33263537e-06  2.57642479e-07 
 3.42900000e-01  1.79999984e+00  1.83169883e-02  3.03433079e-04  1.33613544e-06  2.57903205e-07 
 3.43000000e-01  1.79999985e+00  1.83590829e-02  3.04133207e-04  1.33956875e-06  2.57941707e-07 
 3.43100000e-01  1.79999984e+00  1.84012707e-02  3.04834893e-04  1.34253139e-06  2.57948430e-07 
 3.43200000e-01  1.79999985e+00  1.84435501e-02  3.05537761e-04  1.34619775e-06  2.57478750e-07 
 3.43300000e-01  1.79999985e+00  1.84859242e-02  3.06242154e-04  1.34953835e-06  2.57749829e-07 
 3.43400000e-01  1.79999985e+00  1.85283904e-02  3.06947997e-04  1.35276690e-06  2.57789400e-07 
 3.43500000e-01  1.79999985e+00  1.85709509e-02  3.07655165e-04  1.35620080e-06  2.57967959e-07 
 3.43600000e-01  1.79999985e+00  1.86136052e-02  3.08364092e-04  1.35958008e-06  2.58079360e-07 
 3.43700000e-01  1.79999985e+00  1.86563537e-02  3.09074426e-04  1.36305656e-06  2.57554005e-07 
 3.43800000e-01  1.79999985e+00  1.86991969e-02  3.09785583e-04  1.36634916e-06  2.57762949e-07 
 3.43900000e-01  1.79999985e+00  1.87421348e-02  3.10498999e-04  1.37040475e-06  2.58070689e-07 
 3.44000000e-01  1.79999985e+00  1.87851689e-02  3.11213603e-04  1.37331018e-06  2.57775008e-07 
 3.44100000e-01  1.79999985e+00  1.88282978e-02  3.11929433e-04  1.37728072e-06  2.58098167e-07 
 3.44200000e-01  1.79999985e+00  1.88715232e-02  3.12646959e-04  1.38062910e-06  2.57476692e-07 
 3.44300000e-01  1.79999985e+00  1.89148442e-02  3.13365634e-04  1.38426986e-06  2.57832573e-07 
 3.44400000e-01  1.79999985e+00  1.89582606e-02  3.14085882e-04  1.38707247e-06  2.57784912e-07 
 3.44500000e-01  1.79999985e+00  1.90017763e-02  3.14807847e-04  1.39097616e-06  2.58117101e-07 
 3.44600000e-01  1.79999985e+00  1.90453871e-02  3.15530761e-04  1.39467955e-06  2.57986713e-07 
 3.44700000e-01  1.79999985e+00  1.90890962e-02  3.16255423e-04  1.39817079e-06  2.58025493e-07 
 3.44800000e-01  1.79999985e+00  1.91329030e-02  3.16981618e-04  1.40159835e-06  2.57852212e-07 
 3.44900000e-01  1.79999986e+00  1.91768081e-02  3.17709274e-04  1.40502482e-06  2.57929047e-07 
 3.45000000e-01  1.79999986e+00  1.92208112e-02  3.18438343e-04  1.40862623e-06  2.58007816e-07 
 3.45100000e-01  1.79999985e+00  1.92649138e-02  3.19168726e-04  1.41209887e-06  2.58058045e-07 
 3.45200000e-01  1.79999986e+00  1.93091142e-02  3.19901105e-04  1.41594790e-06  2.57753253e-07 
 3.45300000e-01  1.79999986e+00  1.93534152e-02  3.20634180e-04  1.41926424e-06  2.58087482e-07 
 3.45400000e-01  1.79999986e+00  1.93978155e-02  3.21369265e-04  1.42316241e-06  2.57870048e-07 
 3.45500000e-01  1.79999986e+00  1.94423165e-02  3.22105806e-04  1.42667131e-06  2.57908651e-07 
 3.45600000e-01  1.79999986e+00  1.94869175e-02  3.22843408e-04  1.43017732e-06  2.58383776e-07 
 3.45700000e-01  1.79999986e+00  1.95316193e-02  3.23582952e-04  1.43384308e-06  2.58232416e-07 
 3.45800000e-01  1.79999986e+00  1.95764216e-02  3.24323792e-04  1.43757605e-06  2.58181669e-07 
 3.45900000e-01  1.79999986e+00  1.96213264e-02  3.25066219e-04  1.44132506e-06  2.58005268e-07 
 3.46000000e-01  1.79999986e+00  1.96663326e-02  3.25809643e-04  1.44492834e-06  2.58271335e-07 
 3.46100000e-01  1.79999986e+00  1.97114411e-02  3.26555183e-04  1.44857205e-06  2.57982045e-07 
 3.46200000e-01  1.79999986e+00  1.97566520e-02  3.27302141e-04  1.45220508e-06  2.57793797e-07 
 3.46300000e-01  1.79999986e+00  1.98019660e-02  3.28050080e-04  1.45613303e-06  2.58104713e-07 
 3.46400000e-01  1.79999986e+00  1.98473840e-02  3.28800211e-04  1.45964781e-06  2.57909675e-07 
 3.46500000e-01  1.79999986e+00  1.98929041e-02  3.29551431e-04  1.46366260e-06  2.58178585e-07 
 3.46600000e-01  1.79999986e+00  1.99385290e-02  3.30304323e-04  1.46696466e-06  2.58231739e-07 
 3.46700000e-01  1.79999986e+00  1.99842572e-02  3.31058429e-04  1.47089511e-06  2.58072682e-07 
 3.46800000e-01  1.79999986e+00  2.00300915e-02  3.31814336e-04  1.47474488e-06  2.58009164e-07 
 3.46900000e-01  1.79999986e+00  2.00760305e-02  3.32571820e-04  1.47813579e-06  2.58184200e-07 
 3.47000000e-01  1.79999986e+00  2.01220759e-02  3.33331025e-04  1.48208302e-06  2.58259966e-07 
 3.47100000e-01  1.79999986e+00  2.01682261e-02  3.34090817e-04  1.48615922e-06  2.58133086e-07 
 3.47200000e-01  1.79999986e+00  2.02144826e-02  3.34853275e-04  1.49005807e-06  2.57859758e-07 
 3.47300000e-01  1.79999986e+00  2.02608451e-02  3.35616330e-04  1.49380031e-06  2.58281334e-07 
 3.47400000e-01  1.79999986e+00  2.03073153e-02  3.36381114e-04  1.49761010e-06  2.58032703e-07 
 3.47500000e-01  1.79999986e+00  2.03538926e-02  3.37148209e-04  1.50139000e-06  2.58107412e-07 
 3.47600000e-01  1.79999986e+00  2.04005775e-02  3.37915715e-04  1.50513751e-06  2.58019290e-07 
 3.47700000e-01  1.79999986e+00  2.04473715e-02  3.38685609e-04  1.50912358e-06  2.58358323e-07 
 3.47800000e-01  1.79999986e+00  2.04942731e-02  3.39456690e-04  1.51315617e-06  2.58137462e-07 
 3.47900000e-01  1.79999986e+00  2.05412837e-02  3.40228916e-04  1.51671491e-06  2.58083640e-07 
 3.48000000e-01  1.79999986e+00  2.05884048e-02  3.41003190e-04  1.52076828e-06  2.58299275e-07 
 3.48100000e-01  1.79999986e+00  2.06356351e-02  3.41778686e-04  1.52452409e-06  2.58510926e-07 
 3.48200000e-01  1.79999986e+00  2.06829745e-02  3.42555823e-04  1.52839859e-06  2.58373539e-07 
 3.48300000e-01  1.79999986e+00  2.07304250e-02  3.43334931e-04  1.53253769e-06  2.58306277e-07 
 3.48400000e-01  1.79999986e+00  2.07779870e-02  3.44115239e-04  1.53644465e-06  2.58195794e-07 
 3.48500000e-01  1.79999986e+00  2.08256602e-02  3.44897078e-04  1.54014117e-06  2.58424897e-07 
 3.48600000e-01  1.79999986e+00  2.08734447e-02  3.45680593e-04  1.54447328e-06  2.58250904e-07 
 3.48700000e-01  1.79999987e+00  2.09213418e-02  3.46465460e-04  1.54837120e-06  2.58435069e-07 
 3.48800000e-01  1.79999986e+00  2.09693512e-02  3.47252008e-04  1.55245171e-06  2.58300244e-07 
 3.48900000e-01  1.79999987e+00  2.10174734e-02  3.48039994e-04  1.55635608e-06  2.58220860e-07 
 3.49000000e-01  1.79999987e+00  2.10657104e-02  3.48829897e-04  1.56066488e-06  2.58245563e-07 
 3.49100000e-01  1.79999987e+00  2.11140601e-02  3.49621187e-04  1.56443723e-06  2.58294960e-07 
 3.49200000e-01  1.79999987e+00  2.11625245e-02  3.50414155e-04  1.56856641e-06  2.58102087e-07 
 3.49300000e-01  1.79999987e+00  2.12111029e-02  3.51208151e-04  1.57270262e-06  2.58340195e-07 
 3.49400000e-01  1.79999987e+00  2.12597975e-02  3.52004091e-04  1.57645061e-06  2.58162112e-07 
 3.49500000e-01  1.79999987e+00  2.13086080e-02  3.52801821e-04  1.58095777e-06  2.58198197e-07 
 3.49600000e-01  1.79999987e+00  2.13575335e-02  3.53600788e-04  1.58443078e-06  2.58496200e-07 
 3.49700000e-01  1.79999987e+00  2.14065769e-02  3.54401273e-04  1.58942741e-06  2.58269632e-07 
 3.49800000e-01  1.79999987e+00  2.14557364e-02  3.55204092e-04  1.59308639e-06  2.58190602e-07 
 3.49900000e-01  1.79999987e+00  2.15050130e-02  3.56007738e-04  1.59735066e-06  2.58357418e-07 
 3.50000000e-01  1.79999987e+00  2.15544083e-02  3.56813107e-04  1.60107822e-06  2.58378898e-07 
 3.50100000e-01  1.79999987e+00  2.16039207e-02  3.57619986e-04  1.60549420e-06  2.58420540e-07 
 3.50200000e-01  1.79999987e+00  2.16535527e-02  3.58429030e-04  1.60966182e-06  2.58387487e-07 
 3.50300000e-01  1.79999987e+00  2.17033038e-02  3.59239052e-04  1.61399254e-06  2.58595235e-07 
 3.50400000e-01  1.79999987e+00  2.17531751e-02  3.60051212e-04  1.61829637e-06  2.58748354e-07 
 3.50500000e-01  1.79999987e+00  2.18031666e-02  3.60864403e-04  1.62244196e-06  2.58658904e-07 
 3.50600000e-01  1.79999987e+00  2.18532772e-02  3.61679355e-04  1.62632027e-06  2.58420581e-07 
 3.50700000e-01  1.79999987e+00  2.19035115e-02  3.62496098e-04  1.63088721e-06  2.58438104e-07 
 3.50800000e-01  1.79999987e+00  2.19538659e-02  3.63314538e-04  1.63517239e-06  2.58315604e-07 
 3.50900000e-01  1.79999987e+00  2.20043426e-02  3.64134225e-04  1.63925903e-06  2.58255807e-07 
 3.51000000e-01  1.79999987e+00  2.20549424e-02  3.64955827e-04  1.64344913e-06  2.58322679e-07 
 3.51100000e-01  1.79999987e+00  2.21056653e-02  3.65778944e-04  1.64819471e-06  2.58490886e-07 
 3.51200000e-01  1.79999987e+00  2.21565104e-02  3.66603874e-04  1.65242785e-06  2.58435874e-07 
 3.51300000e-01  1.79999987e+00  2.22074809e-02  3.67429893e-04  1.65662981e-06  2.58447552e-07 
 3.51400000e-01  1.79999987e+00  2.22585760e-02  3.68258267e-04  1.66078749e-06  2.58633818e-07 
 3.51500000e-01  1.79999987e+00  2.23097952e-02  3.69087793e-04  1.66519983e-06  2.58663120e-07 
 3.51600000e-01  1.79999987e+00  2.23611411e-02  3.69919112e-04  1.66984124e-06  2.58644355e-07 
 3.51700000e-01  1.79999987e+00  2.24126127e-02  3.70752033e-04  1.67394346e-06  2.58412569e-07 
 3.51800000e-01  1.79999987e+00  2.24642111e-02  3.71586368e-04  1.67831374e-06  2.58499241e-07 
 3.51900000e-01  1.79999987e+00  2.25159368e-02  3.72422634e-04  1.68266009e-06  2.58699753e-07 
 3.52000000e-01  1.79999987e+00  2.25677902e-02  3.73260372e-04  1.68694237e-06  2.58455168e-07 
 3.52100000e-01  1.79999987e+00  2.26197715e-02  3.74099988e-04  1.69140859e-06  2.58299562e-07 
 3.52200000e-01  1.79999987e+00  2.26718817e-02  3.74940972e-04  1.69605705e-06  2.58262642e-07 
